Timestamp,ServiceCategory,MarketingChannel,Revenue,AdSpend,Conversions,CustomerType,Category,day_name,day_of_week,date,MonthName,Year,hour_12,ROI,Revenue_per_Conversion,Is_Ad,Is_Converted,Spend_Level,hour
2023-04-11 20:00:00,Service,Instagram,120.77,2.71,1,New,Discounted,Tuesday,1,2023-04-11,April,2023,08 PM,43.564575645756456,120.77,True,True,Low,20
2023-07-20 13:00:00,Product,Google Ads,62.53,17.15,2,Returning,Basic,Thursday,3,2023-07-20,July,2023,01 PM,2.6460641399416915,31.265,True,True,Medium,13
2023-11-30 14:00:00,Product,In-Store,39.94,0.0,0,Returning,Basic,Thursday,3,2023-11-30,November,2023,02 PM,39.94,39.94,False,False,Low,14
2023-02-21 10:00:00,Service,Online,79.61,0.0,0,New,Discounted,Tuesday,1,2023-02-21,February,2023,10 AM,79.61,79.61,False,False,Low,10
2023-03-22 08:00:00,Service,Facebook,108.49,7.67,0,New,Premium,Wednesday,2,2023-03-22,March,2023,08 AM,13.144719687092568,108.49,True,False,Low,8
2023-06-10 13:00:00,Product,Google Ads,192.74,4.22,2,New,Premium,Saturday,5,2023-06-10,June,2023,01 PM,44.672985781990526,96.37,True,True,Low,13
2023-03-13 16:00:00,Service,Online,108.61,0.0,0,Returning,Basic,Monday,0,2023-03-13,March,2023,04 PM,108.61,108.61,False,False,Low,16
2023-07-21 16:00:00,Product,Google Ads,42.14,1.5,3,New,Premium,Friday,4,2023-07-21,July,2023,04 PM,27.093333333333334,14.046666666666667,True,True,Low,16
2023-02-14 17:00:00,Product,Online,177.38,0.0,0,New,Discounted,Tuesday,1,2023-02-14,February,2023,05 PM,177.38,177.38,False,False,Low,17
2023-05-19 11:00:00,Service,Facebook,38.4,27.3,3,New,Basic,Friday,4,2023-05-19,May,2023,11 AM,0.4065934065934065,12.799999999999999,True,True,High,11
2023-04-21 16:00:00,Service,Online,36.63,0.0,0,Returning,Premium,Friday,4,2023-04-21,April,2023,04 PM,36.63,36.63,False,False,Low,16
2023-10-13 10:00:00,Product,Instagram,81.79,23.01,1,Returning,Discounted,Friday,4,2023-10-13,October,2023,10 AM,2.554541503694046,81.79,True,True,High,10
2023-11-24 08:00:00,Service,Instagram,26.57,25.38,3,Returning,Discounted,Friday,4,2023-11-24,November,2023,08 AM,0.04688731284475971,8.856666666666667,True,True,High,8
2023-06-15 16:00:00,Service,Facebook,64.82,23.18,3,New,Basic,Thursday,3,2023-06-15,June,2023,04 PM,1.796376186367558,21.606666666666666,True,True,High,16
2023-11-06 11:00:00,Product,In-Store,88.44,0.0,0,New,Basic,Monday,0,2023-11-06,November,2023,11 AM,88.44,88.44,False,False,Low,11
2023-10-19 09:00:00,Service,Facebook,30.82,24.69,1,Returning,Basic,Thursday,3,2023-10-19,October,2023,09 AM,0.24827865532604287,30.82,True,True,High,9
2023-09-11 16:00:00,Service,Instagram,99.62,22.58,0,New,Basic,Monday,0,2023-09-11,September,2023,04 PM,3.4118689105403015,99.62,True,False,High,16
2023-06-27 15:00:00,Product,Google Ads,155.74,18.73,3,New,Discounted,Tuesday,1,2023-06-27,June,2023,03 PM,7.31500266951415,51.913333333333334,True,True,Medium,15
2023-03-24 09:00:00,Product,Online,127.13,0.0,0,Returning,Premium,Friday,4,2023-03-24,March,2023,09 AM,127.13,127.13,False,False,Low,9
2023-01-19 15:00:00,Service,Instagram,182.82,20.82,1,Returning,Discounted,Thursday,3,2023-01-19,January,2023,03 PM,7.780979827089337,182.82,True,True,High,15
2023-12-27 08:00:00,Service,Instagram,21.77,29.15,0,New,Premium,Wednesday,2,2023-12-27,December,2023,08 AM,-0.25317324185248713,21.77,True,False,High,8
2023-12-19 10:00:00,Product,Instagram,49.06,19.85,1,Returning,Basic,Tuesday,1,2023-12-19,December,2023,10 AM,1.4715365239294709,49.06,True,True,High,10
2023-02-24 09:00:00,Product,In-Store,26.41,0.0,0,New,Basic,Friday,4,2023-02-24,February,2023,09 AM,26.41,26.41,False,False,Low,9
2023-02-17 15:00:00,Product,Instagram,114.93,10.16,3,New,Premium,Friday,4,2023-02-17,February,2023,03 PM,10.312007874015748,38.31,True,True,Medium,15
2023-12-19 18:00:00,Service,Instagram,177.93,23.18,1,New,Discounted,Tuesday,1,2023-12-19,December,2023,06 PM,6.676013805004314,177.93,True,True,High,18
2023-02-09 08:00:00,Service,Google Ads,31.69,21.33,2,Returning,Premium,Thursday,3,2023-02-09,February,2023,08 AM,0.4857008907641821,15.845,True,True,High,8
2023-03-26 15:00:00,Product,Online,155.02,0.0,0,New,Discounted,Sunday,6,2023-03-26,March,2023,03 PM,155.02,155.02,False,False,Low,15
2023-05-01 18:00:00,Product,Online,152.94,0.0,0,New,Basic,Monday,0,2023-05-01,May,2023,06 PM,152.94,152.94,False,False,Low,18
2023-04-22 17:00:00,Product,In-Store,77.52,0.0,0,Returning,Premium,Saturday,5,2023-04-22,April,2023,05 PM,77.52,77.52,False,False,Low,17
2023-04-15 17:00:00,Service,Facebook,104.01,18.1,2,Returning,Discounted,Saturday,5,2023-04-15,April,2023,05 PM,4.746408839779005,52.005,True,True,Medium,17
2023-11-06 13:00:00,Service,Facebook,127.5,19.78,1,New,Basic,Monday,0,2023-11-06,November,2023,01 PM,5.445904954499494,127.5,True,True,Medium,13
2023-12-20 11:00:00,Service,Facebook,38.97,13.44,3,New,Premium,Wednesday,2,2023-12-20,December,2023,11 AM,1.8995535714285716,12.99,True,True,Medium,11
2023-01-11 09:00:00,Service,Online,180.61,0.0,0,New,Premium,Wednesday,2,2023-01-11,January,2023,09 AM,180.61,180.61,False,False,Low,9
2023-12-20 08:00:00,Product,In-Store,28.55,0.0,0,Returning,Premium,Wednesday,2,2023-12-20,December,2023,08 AM,28.55,28.55,False,False,Low,8
2023-09-16 12:00:00,Product,In-Store,126.59,0.0,0,Returning,Premium,Saturday,5,2023-09-16,September,2023,12 PM,126.59,126.59,False,False,Low,12
2023-09-23 18:00:00,Product,Google Ads,143.93,7.57,2,New,Premium,Saturday,5,2023-09-23,September,2023,06 PM,18.01321003963012,71.965,True,True,Low,18
2023-05-03 21:00:00,Service,Google Ads,66.36,29.32,2,Returning,Premium,Wednesday,2,2023-05-03,May,2023,09 PM,1.2633015006821282,33.18,True,True,High,21
2023-01-14 18:00:00,Product,Google Ads,54.61,25.13,1,New,Basic,Saturday,5,2023-01-14,January,2023,06 PM,1.173099880620772,54.61,True,True,High,18
2023-03-11 11:00:00,Product,Instagram,93.46,26.84,1,Returning,Discounted,Saturday,5,2023-03-11,March,2023,11 AM,2.482116244411326,93.46,True,True,High,11
2023-01-31 20:00:00,Service,Facebook,40.11,0.13,2,Returning,Basic,Tuesday,1,2023-01-31,January,2023,08 PM,307.5384615384615,20.055,True,True,Low,20
2023-07-04 15:00:00,Service,Online,44.62,0.0,0,Returning,Premium,Tuesday,1,2023-07-04,July,2023,03 PM,44.62,44.62,False,False,Low,15
2023-12-21 20:00:00,Service,In-Store,104.64,0.0,0,Returning,Discounted,Thursday,3,2023-12-21,December,2023,08 PM,104.64,104.64,False,False,Low,20
2023-08-23 19:00:00,Service,Online,152.02,0.0,0,Returning,Premium,Wednesday,2,2023-08-23,August,2023,07 PM,152.02,152.02,False,False,Low,19
2023-11-08 07:00:00,Product,Google Ads,104.17,20.53,1,New,Basic,Wednesday,2,2023-11-08,November,2023,07 AM,4.074037993180711,104.17,True,True,High,7
2023-12-30 08:00:00,Service,Online,77.54,0.0,0,Returning,Basic,Saturday,5,2023-12-30,December,2023,08 AM,77.54,77.54,False,False,Low,8
2023-10-15 14:00:00,Service,Online,141.67,0.0,0,Returning,Discounted,Sunday,6,2023-10-15,October,2023,02 PM,141.67,141.67,False,False,Low,14
2023-02-10 10:00:00,Product,Instagram,157.07,11.56,3,New,Basic,Friday,4,2023-02-10,February,2023,10 AM,12.587370242214531,52.35666666666666,True,True,Medium,10
2023-10-25 09:00:00,Service,Online,118.64,0.0,0,New,Premium,Wednesday,2,2023-10-25,October,2023,09 AM,118.64,118.64,False,False,Low,9
2023-05-29 11:00:00,Product,Google Ads,67.05,8.23,2,New,Discounted,Monday,0,2023-05-29,May,2023,11 AM,7.147023086269743,33.525,True,True,Low,11
2023-04-12 19:00:00,Product,In-Store,36.41,0.0,0,Returning,Discounted,Wednesday,2,2023-04-12,April,2023,07 PM,36.41,36.41,False,False,Low,19
2023-07-30 16:00:00,Service,Online,151.78,0.0,0,New,Premium,Sunday,6,2023-07-30,July,2023,04 PM,151.78,151.78,False,False,Low,16
2023-03-17 16:00:00,Product,Facebook,91.25,19.63,1,New,Discounted,Friday,4,2023-03-17,March,2023,04 PM,3.6484971981660728,91.25,True,True,Medium,16
2023-02-13 14:00:00,Product,In-Store,167.53,0.0,0,New,Discounted,Monday,0,2023-02-13,February,2023,02 PM,167.53,167.53,False,False,Low,14
2023-05-16 10:00:00,Service,Facebook,130.43,29.12,3,New,Premium,Tuesday,1,2023-05-16,May,2023,10 AM,3.4790521978021975,43.47666666666667,True,True,High,10
2023-10-23 08:00:00,Product,Google Ads,48.75,16.64,1,New,Discounted,Monday,0,2023-10-23,October,2023,08 AM,1.9296875,48.75,True,True,Medium,8
2023-04-04 12:00:00,Service,Instagram,92.79,4.64,2,Returning,Premium,Tuesday,1,2023-04-04,April,2023,12 PM,18.99784482758621,46.395,True,True,Low,12
2023-06-04 09:00:00,Service,Google Ads,81.0,8.45,2,New,Basic,Sunday,6,2023-06-04,June,2023,09 AM,8.585798816568047,40.5,True,True,Low,9
2023-09-21 09:00:00,Service,Google Ads,101.71,19.03,1,New,Discounted,Thursday,3,2023-09-21,September,2023,09 AM,4.344718864950078,101.71,True,True,Medium,9
2023-06-20 19:00:00,Service,Facebook,68.16,6.89,2,New,Premium,Tuesday,1,2023-06-20,June,2023,07 PM,8.892597968069666,34.08,True,True,Low,19
2023-08-16 07:00:00,Product,Facebook,75.02,0.17,0,Returning,Discounted,Wednesday,2,2023-08-16,August,2023,07 AM,440.2941176470588,75.02,True,False,Low,7
2023-03-17 16:00:00,Service,In-Store,193.57,0.0,0,New,Discounted,Friday,4,2023-03-17,March,2023,04 PM,193.57,193.57,False,False,Low,16
2023-12-06 20:00:00,Product,Facebook,58.93,13.64,0,Returning,Premium,Wednesday,2,2023-12-06,December,2023,08 PM,3.320381231671554,58.93,True,False,Medium,20
2023-03-06 15:00:00,Service,Google Ads,35.67,27.37,1,Returning,Basic,Monday,0,2023-03-06,March,2023,03 PM,0.30325173547679946,35.67,True,True,High,15
2023-05-14 10:00:00,Service,Instagram,17.72,8.26,3,Returning,Premium,Sunday,6,2023-05-14,May,2023,10 AM,1.145278450363196,5.906666666666666,True,True,Low,10
2023-09-09 10:00:00,Service,Instagram,190.91,12.33,3,Returning,Discounted,Saturday,5,2023-09-09,September,2023,10 AM,14.483373884833737,63.63666666666666,True,True,Medium,10
2023-07-09 19:00:00,Product,Instagram,52.19,4.5,2,New,Basic,Sunday,6,2023-07-09,July,2023,07 PM,10.597777777777777,26.095,True,True,Low,19
2023-06-16 14:00:00,Product,Instagram,160.43,0.87,2,Returning,Premium,Friday,4,2023-06-16,June,2023,02 PM,183.4022988505747,80.215,True,True,Low,14
2023-02-10 19:00:00,Product,Facebook,22.03,12.03,0,New,Discounted,Friday,4,2023-02-10,February,2023,07 PM,0.831255195344971,22.03,True,False,Medium,19
2023-06-23 09:00:00,Service,Google Ads,42.9,20.49,2,New,Discounted,Friday,4,2023-06-23,June,2023,09 AM,1.0937042459736457,21.45,True,True,High,9
2023-11-05 08:00:00,Service,Instagram,178.76,3.61,2,New,Premium,Sunday,6,2023-11-05,November,2023,08 AM,48.5180055401662,89.38,True,True,Low,8
2023-02-27 15:00:00,Product,Instagram,104.86,17.57,1,New,Discounted,Monday,0,2023-02-27,February,2023,03 PM,4.96812749003984,104.86,True,True,Medium,15
2023-11-19 08:00:00,Product,Google Ads,32.88,25.02,3,Returning,Basic,Sunday,6,2023-11-19,November,2023,08 AM,0.314148681055156,10.96,True,True,High,8
2023-06-07 09:00:00,Service,Google Ads,86.66,7.31,0,New,Basic,Wednesday,2,2023-06-07,June,2023,09 AM,10.85499316005472,86.66,True,False,Low,9
2023-05-23 09:00:00,Product,In-Store,121.56,0.0,0,New,Premium,Tuesday,1,2023-05-23,May,2023,09 AM,121.56,121.56,False,False,Low,9
2023-08-31 17:00:00,Service,Instagram,85.45,12.93,2,New,Discounted,Thursday,3,2023-08-31,August,2023,05 PM,5.608662026295438,42.725,True,True,Medium,17
2023-05-05 19:00:00,Service,Online,46.75,0.0,0,Returning,Discounted,Friday,4,2023-05-05,May,2023,07 PM,46.75,46.75,False,False,Low,19
2023-11-04 21:00:00,Product,Online,102.03,0.0,0,New,Premium,Saturday,5,2023-11-04,November,2023,09 PM,102.03,102.03,False,False,Low,21
2023-09-29 07:00:00,Product,Online,76.46,0.0,0,New,Basic,Friday,4,2023-09-29,September,2023,07 AM,76.46,76.46,False,False,Low,7
2023-04-07 17:00:00,Service,Instagram,106.37,22.47,2,Returning,Premium,Friday,4,2023-04-07,April,2023,05 PM,3.7338673787271923,53.185,True,True,High,17
2023-11-10 09:00:00,Product,Facebook,115.76,17.36,2,Returning,Premium,Friday,4,2023-11-10,November,2023,09 AM,5.668202764976959,57.88,True,True,Medium,9
2023-04-19 15:00:00,Service,Facebook,175.84,23.99,0,Returning,Premium,Wednesday,2,2023-04-19,April,2023,03 PM,6.329720716965403,175.84,True,False,High,15
2023-09-27 10:00:00,Product,Facebook,11.82,14.78,1,Returning,Discounted,Wednesday,2,2023-09-27,September,2023,10 AM,-0.20027063599458722,11.82,True,True,Medium,10
2023-09-23 17:00:00,Service,Online,163.39,0.0,0,New,Basic,Saturday,5,2023-09-23,September,2023,05 PM,163.39,163.39,False,False,Low,17
2023-07-10 11:00:00,Product,In-Store,39.44,0.0,0,Returning,Premium,Monday,0,2023-07-10,July,2023,11 AM,39.44,39.44,False,False,Low,11
2023-04-03 18:00:00,Service,Google Ads,111.63,11.69,0,New,Premium,Monday,0,2023-04-03,April,2023,06 PM,8.549187339606501,111.63,True,False,Medium,18
2023-06-09 07:00:00,Product,Google Ads,123.58,14.67,3,Returning,Discounted,Friday,4,2023-06-09,June,2023,07 AM,7.423994546693933,41.193333333333335,True,True,Medium,7
2023-12-23 15:00:00,Product,Google Ads,73.11,6.6,0,New,Discounted,Saturday,5,2023-12-23,December,2023,03 PM,10.077272727272728,73.11,True,False,Low,15
2023-07-25 20:00:00,Product,Google Ads,167.91,1.03,3,Returning,Discounted,Tuesday,1,2023-07-25,July,2023,08 PM,162.01941747572815,55.97,True,True,Low,20
2023-05-19 17:00:00,Product,Facebook,41.5,11.96,1,New,Basic,Friday,4,2023-05-19,May,2023,05 PM,2.4698996655518393,41.5,True,True,Medium,17
2023-09-07 19:00:00,Product,Facebook,57.48,8.45,0,New,Discounted,Thursday,3,2023-09-07,September,2023,07 PM,5.802366863905326,57.48,True,False,Low,19
2023-09-09 16:00:00,Product,Google Ads,115.05,5.27,2,New,Premium,Saturday,5,2023-09-09,September,2023,04 PM,20.83111954459203,57.525,True,True,Low,16
2023-06-16 08:00:00,Product,Instagram,141.27,8.72,3,Returning,Premium,Friday,4,2023-06-16,June,2023,08 AM,15.200688073394495,47.09,True,True,Low,8
2023-10-17 07:00:00,Service,Facebook,121.18,8.09,2,Returning,Premium,Tuesday,1,2023-10-17,October,2023,07 AM,13.978986402966626,60.59,True,True,Low,7
2023-09-26 15:00:00,Service,In-Store,10.47,0.0,0,Returning,Basic,Tuesday,1,2023-09-26,September,2023,03 PM,10.47,10.47,False,False,Low,15
2023-03-05 12:00:00,Service,Online,135.32,0.0,0,Returning,Discounted,Sunday,6,2023-03-05,March,2023,12 PM,135.32,135.32,False,False,Low,12
2023-04-06 09:00:00,Service,Online,145.64,0.0,0,New,Discounted,Thursday,3,2023-04-06,April,2023,09 AM,145.64,145.64,False,False,Low,9
2023-11-16 12:00:00,Service,Instagram,35.42,6.89,0,New,Premium,Thursday,3,2023-11-16,November,2023,12 PM,4.1407837445573294,35.42,True,False,Low,12
2023-06-15 10:00:00,Service,In-Store,61.83,0.0,0,New,Basic,Thursday,3,2023-06-15,June,2023,10 AM,61.83,61.83,False,False,Low,10
2023-09-27 18:00:00,Service,Instagram,89.27,5.04,2,New,Premium,Wednesday,2,2023-09-27,September,2023,06 PM,16.712301587301585,44.635,True,True,Low,18
2023-09-20 07:00:00,Service,In-Store,109.82,0.0,0,Returning,Discounted,Wednesday,2,2023-09-20,September,2023,07 AM,109.82,109.82,False,False,Low,7
2023-07-12 11:00:00,Service,Google Ads,27.18,12.85,0,New,Discounted,Wednesday,2,2023-07-12,July,2023,11 AM,1.1151750972762646,27.18,True,False,Medium,11
2023-06-11 20:00:00,Service,Google Ads,46.71,8.64,0,Returning,Premium,Sunday,6,2023-06-11,June,2023,08 PM,4.40625,46.71,True,False,Low,20
2023-12-18 21:00:00,Service,Facebook,163.33,18.48,2,New,Discounted,Monday,0,2023-12-18,December,2023,09 PM,7.838203463203464,81.665,True,True,Medium,21
2023-08-15 10:00:00,Product,Instagram,41.06,22.45,1,New,Premium,Tuesday,1,2023-08-15,August,2023,10 AM,0.8289532293986639,41.06,True,True,High,10
2023-08-23 21:00:00,Service,Online,103.69,0.0,0,New,Premium,Wednesday,2,2023-08-23,August,2023,09 PM,103.69,103.69,False,False,Low,21
2023-11-21 07:00:00,Product,In-Store,47.27,0.0,0,New,Discounted,Tuesday,1,2023-11-21,November,2023,07 AM,47.27,47.27,False,False,Low,7
2023-07-09 20:00:00,Service,Instagram,184.35,16.18,1,New,Discounted,Sunday,6,2023-07-09,July,2023,08 PM,10.393695920889988,184.35,True,True,Medium,20
2023-03-10 13:00:00,Product,Google Ads,102.98,6.39,1,Returning,Premium,Friday,4,2023-03-10,March,2023,01 PM,15.115805946791864,102.98,True,True,Low,13
2023-04-09 19:00:00,Service,Instagram,20.51,11.72,3,New,Premium,Sunday,6,2023-04-09,April,2023,07 PM,0.75,6.836666666666667,True,True,Medium,19
2023-10-02 07:00:00,Product,In-Store,124.08,0.0,0,Returning,Basic,Monday,0,2023-10-02,October,2023,07 AM,124.08,124.08,False,False,Low,7
2023-08-21 08:00:00,Product,Google Ads,180.31,19.17,1,Returning,Discounted,Monday,0,2023-08-21,August,2023,08 AM,8.40584246218049,180.31,True,True,Medium,8
2023-12-11 09:00:00,Product,Online,99.23,0.0,0,New,Discounted,Monday,0,2023-12-11,December,2023,09 AM,99.23,99.23,False,False,Low,9
2023-09-30 18:00:00,Service,In-Store,16.25,0.0,0,New,Basic,Saturday,5,2023-09-30,September,2023,06 PM,16.25,16.25,False,False,Low,18
2023-07-24 18:00:00,Product,Facebook,191.88,6.07,1,New,Discounted,Monday,0,2023-07-24,July,2023,06 PM,30.61120263591433,191.88,True,True,Low,18
2023-05-21 12:00:00,Product,Google Ads,173.58,3.49,1,Returning,Premium,Sunday,6,2023-05-21,May,2023,12 PM,48.73638968481375,173.58,True,True,Low,12
2023-07-27 10:00:00,Product,Google Ads,108.25,7.45,1,New,Basic,Thursday,3,2023-07-27,July,2023,10 AM,13.53020134228188,108.25,True,True,Low,10
2023-01-30 17:00:00,Product,Google Ads,60.33,17.36,3,Returning,Discounted,Monday,0,2023-01-30,January,2023,05 PM,2.4752304147465436,20.11,True,True,Medium,17
2023-11-11 09:00:00,Service,Online,29.34,0.0,0,Returning,Premium,Saturday,5,2023-11-11,November,2023,09 AM,29.34,29.34,False,False,Low,9
2023-03-31 18:00:00,Product,Google Ads,79.61,19.5,1,New,Premium,Friday,4,2023-03-31,March,2023,06 PM,3.0825641025641026,79.61,True,True,Medium,18
2023-02-26 16:00:00,Service,Facebook,64.68,22.66,3,Returning,Premium,Sunday,6,2023-02-26,February,2023,04 PM,1.8543689320388355,21.560000000000002,True,True,High,16
2023-05-12 15:00:00,Product,Instagram,137.72,1.27,2,New,Premium,Friday,4,2023-05-12,May,2023,03 PM,107.44094488188975,68.86,True,True,Low,15
2023-01-07 15:00:00,Service,Instagram,29.67,3.34,3,New,Basic,Saturday,5,2023-01-07,January,2023,03 PM,7.883233532934133,9.89,True,True,Low,15
2023-08-25 17:00:00,Product,In-Store,67.62,0.0,0,Returning,Discounted,Friday,4,2023-08-25,August,2023,05 PM,67.62,67.62,False,False,Low,17
2023-02-13 19:00:00,Service,In-Store,112.71,0.0,0,Returning,Basic,Monday,0,2023-02-13,February,2023,07 PM,112.71,112.71,False,False,Low,19
2023-03-04 17:00:00,Service,Instagram,78.54,19.89,2,New,Basic,Saturday,5,2023-03-04,March,2023,05 PM,2.948717948717949,39.27,True,True,High,17
2023-09-22 14:00:00,Product,Instagram,198.28,9.84,3,Returning,Premium,Friday,4,2023-09-22,September,2023,02 PM,19.150406504065042,66.09333333333333,True,True,Low,14
2023-09-13 21:00:00,Service,Google Ads,139.54,10.93,3,Returning,Discounted,Wednesday,2,2023-09-13,September,2023,09 PM,11.766697163769441,46.51333333333333,True,True,Medium,21
2023-09-12 14:00:00,Service,Google Ads,162.6,23.65,1,New,Premium,Tuesday,1,2023-09-12,September,2023,02 PM,5.8752642706131075,162.6,True,True,High,14
2023-01-01 15:00:00,Product,Google Ads,121.2,28.97,1,New,Discounted,Sunday,6,2023-01-01,January,2023,03 PM,3.1836382464618573,121.2,True,True,High,15
2023-09-20 09:00:00,Service,Google Ads,93.89,26.29,3,Returning,Basic,Wednesday,2,2023-09-20,September,2023,09 AM,2.5713198934956254,31.296666666666667,True,True,High,9
2023-05-02 19:00:00,Service,In-Store,72.86,0.0,0,Returning,Premium,Tuesday,1,2023-05-02,May,2023,07 PM,72.86,72.86,False,False,Low,19
2023-08-07 13:00:00,Service,Instagram,17.86,27.35,1,Returning,Discounted,Monday,0,2023-08-07,August,2023,01 PM,-0.34698354661791597,17.86,True,True,High,13
2023-04-19 10:00:00,Service,Instagram,163.08,9.09,0,New,Premium,Wednesday,2,2023-04-19,April,2023,10 AM,16.940594059405942,163.08,True,False,Low,10
2023-02-14 14:00:00,Service,Facebook,93.91,28.35,3,New,Premium,Tuesday,1,2023-02-14,February,2023,02 PM,2.312522045855379,31.30333333333333,True,True,High,14
2023-04-13 19:00:00,Service,Online,194.44,0.0,0,Returning,Discounted,Thursday,3,2023-04-13,April,2023,07 PM,194.44,194.44,False,False,Low,19
2023-03-28 21:00:00,Service,Instagram,144.47,2.99,1,New,Basic,Tuesday,1,2023-03-28,March,2023,09 PM,47.31772575250835,144.47,True,True,Low,21
2023-07-10 09:00:00,Product,Google Ads,153.36,8.99,3,Returning,Discounted,Monday,0,2023-07-10,July,2023,09 AM,16.058954393770858,51.120000000000005,True,True,Low,9
2023-04-07 21:00:00,Service,Instagram,192.4,18.38,3,New,Premium,Friday,4,2023-04-07,April,2023,09 PM,9.467899891186073,64.13333333333334,True,True,Medium,21
2023-03-10 17:00:00,Product,Google Ads,90.49,16.77,1,New,Basic,Friday,4,2023-03-10,March,2023,05 PM,4.395945140131187,90.49,True,True,Medium,17
2023-02-04 10:00:00,Product,Facebook,72.6,17.87,1,Returning,Basic,Saturday,5,2023-02-04,February,2023,10 AM,3.062674874090654,72.6,True,True,Medium,10
2023-07-01 17:00:00,Product,In-Store,196.18,0.0,0,New,Discounted,Saturday,5,2023-07-01,July,2023,05 PM,196.18,196.18,False,False,Low,17
2023-01-29 07:00:00,Product,Facebook,80.53,19.62,2,New,Premium,Sunday,6,2023-01-29,January,2023,07 AM,3.104485219164118,40.265,True,True,Medium,7
2023-02-11 09:00:00,Service,Instagram,52.48,20.88,3,New,Premium,Saturday,5,2023-02-11,February,2023,09 AM,1.5134099616858236,17.493333333333332,True,True,High,9
2023-12-06 14:00:00,Service,Instagram,150.6,21.09,2,Returning,Discounted,Wednesday,2,2023-12-06,December,2023,02 PM,6.140825035561877,75.3,True,True,High,14
2023-01-13 21:00:00,Service,Facebook,15.43,25.03,2,Returning,Discounted,Friday,4,2023-01-13,January,2023,09 PM,-0.38353975229724335,7.715,True,True,High,21
2023-06-18 19:00:00,Service,In-Store,110.31,0.0,0,Returning,Basic,Sunday,6,2023-06-18,June,2023,07 PM,110.31,110.31,False,False,Low,19
2023-05-03 13:00:00,Service,Facebook,71.31,25.1,1,New,Discounted,Wednesday,2,2023-05-03,May,2023,01 PM,1.841035856573705,71.31,True,True,High,13
2023-08-11 14:00:00,Product,Online,128.64,0.0,0,Returning,Discounted,Friday,4,2023-08-11,August,2023,02 PM,128.64,128.64,False,False,Low,14
2023-08-09 20:00:00,Service,Instagram,62.5,16.99,2,Returning,Discounted,Wednesday,2,2023-08-09,August,2023,08 PM,2.678634490876987,31.25,True,True,Medium,20
2023-06-08 15:00:00,Product,In-Store,175.83,0.0,0,New,Basic,Thursday,3,2023-06-08,June,2023,03 PM,175.83,175.83,False,False,Low,15
2023-10-20 12:00:00,Service,Instagram,103.01,27.94,0,New,Discounted,Friday,4,2023-10-20,October,2023,12 PM,2.6868289191123838,103.01,True,False,High,12
2023-08-10 07:00:00,Product,In-Store,35.48,0.0,0,New,Discounted,Thursday,3,2023-08-10,August,2023,07 AM,35.48,35.48,False,False,Low,7
2023-07-11 21:00:00,Product,Online,35.79,0.0,0,Returning,Basic,Tuesday,1,2023-07-11,July,2023,09 PM,35.79,35.79,False,False,Low,21
2023-01-23 15:00:00,Product,Google Ads,25.07,27.99,3,New,Discounted,Monday,0,2023-01-23,January,2023,03 PM,-0.104322972490175,8.356666666666667,True,True,High,15
2023-07-27 17:00:00,Service,Online,23.91,0.0,0,New,Premium,Thursday,3,2023-07-27,July,2023,05 PM,23.91,23.91,False,False,Low,17
2023-03-06 08:00:00,Service,Online,190.35,0.0,0,New,Basic,Monday,0,2023-03-06,March,2023,08 AM,190.35,190.35,False,False,Low,8
2023-08-20 15:00:00,Product,Instagram,142.03,11.54,0,Returning,Basic,Sunday,6,2023-08-20,August,2023,03 PM,11.307625649913346,142.03,True,False,Medium,15
2023-07-19 09:00:00,Service,Instagram,65.77,22.27,1,New,Discounted,Wednesday,2,2023-07-19,July,2023,09 AM,1.9533004041311182,65.77,True,True,High,9
2023-01-15 12:00:00,Service,Facebook,173.48,23.3,2,New,Discounted,Sunday,6,2023-01-15,January,2023,12 PM,6.445493562231759,86.74,True,True,High,12
2023-10-30 20:00:00,Product,In-Store,132.76,0.0,0,New,Basic,Monday,0,2023-10-30,October,2023,08 PM,132.76,132.76,False,False,Low,20
2023-08-12 07:00:00,Product,Facebook,138.87,8.42,2,New,Discounted,Saturday,5,2023-08-12,August,2023,07 AM,15.49287410926366,69.435,True,True,Low,7
2023-03-26 16:00:00,Service,Google Ads,175.42,10.41,3,New,Basic,Sunday,6,2023-03-26,March,2023,04 PM,15.851104707012487,58.47333333333333,True,True,Medium,16
2023-03-16 10:00:00,Service,Facebook,185.35,24.92,2,Returning,Discounted,Thursday,3,2023-03-16,March,2023,10 AM,6.437800963081862,92.675,True,True,High,10
2023-05-02 09:00:00,Product,Google Ads,162.89,17.71,3,Returning,Discounted,Tuesday,1,2023-05-02,May,2023,09 AM,8.197628458498022,54.29666666666666,True,True,Medium,9
2023-01-27 12:00:00,Service,Google Ads,188.46,9.31,0,Returning,Basic,Friday,4,2023-01-27,January,2023,12 PM,19.242749731471534,188.46,True,False,Low,12
2023-01-27 13:00:00,Product,Online,120.26,0.0,0,Returning,Premium,Friday,4,2023-01-27,January,2023,01 PM,120.26,120.26,False,False,Low,13
2023-07-09 07:00:00,Product,Online,25.21,0.0,0,New,Basic,Sunday,6,2023-07-09,July,2023,07 AM,25.21,25.21,False,False,Low,7
2023-10-26 12:00:00,Service,In-Store,126.27,0.0,0,New,Basic,Thursday,3,2023-10-26,October,2023,12 PM,126.27,126.27,False,False,Low,12
